id,question,answer,category,type,difficulty,source_line,tags
552,"Single Fiber EMG parameters [fails to appear]: This is an abnormality that occurs when a single muscle fiber AP [BLANK] It occurs if the jitter becomes >[BLANK] μsec. It typically resolves in approximately 1 to 3 months, after reinnervation is completed. However, the increased jitter may take approximately 6 months to resolve - What goes in the blank?","fails to appear - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1413,muscle_anatomy;easy
553,"Single Fiber EMG parameters [100]: This is an abnormality that occurs when a single muscle fiber AP [BLANK] It occurs if the jitter becomes >[BLANK] μsec. It typically resolves in approximately 1 to 3 months, after reinnervation is completed. However, the increased jitter may take approximately 6 months to resolve - What goes in the blank?","100 - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1413,muscle_anatomy;easy
554,Critical Illness Neuropathy Edx Findings NCS SNAP: [low/unobtainable]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"low/unobtainable - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
555,Critical Illness Neuropathy Edx Findings NCS SNAP: [mild slowing]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"mild slowing - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
556,Critical Illness Neuropathy Edx Findings NCS SNAP: [low/unobtainable]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"low/unobtainable - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
557,Critical Illness Neuropathy Edx Findings NCS SNAP: [mild slowing (primarily axonal)]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"mild slowing (primarily axonal) - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
558,Critical Illness Neuropathy Edx Findings NCS SNAP: [Fibs/sharps]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"Fibs/sharps - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
559,Critical Illness Neuropathy Edx Findings NCS SNAP: [distal]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"distal - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
560,Critical Illness Neuropathy Edx Findings NCS SNAP: [neuropathic (decreased with high frequency)]: amplitude [BLANK]: CV o/p latency CMAP: [BLANK]: amplitude [BLANK]: CV o/p latency EMG [BLANK] seen in [BLANK] muscles recruitment patter: [BLANK] - What goes in the blank?,"neuropathic (decreased with high frequency) - Sensory Motor Axonal Peripheral Poly Neuropathy predominant axonal process, low amplitudes only mild slowing",Muscle Anatomy,Cloze,Easy,1414,muscle_anatomy;easy
561,Critical Illness Myopathy Edx Findings in general will present exactly the same as [myopathies] - What goes in the blank?,"myopathies - SNAP: normal, snesory fibers not affected CMAP: normal, typically distal muscles are spared EMG: short duration, low amplitude MUAP with early recruitment spontaneous activity is evident",Muscle Anatomy,Cloze,Easy,1415,muscle_anatomy;easy
562,"[Sympathetic skin response]: a means of evaluating the unmyelinated, [BLANK] nerve fibers of the PNS - What goes in the blank?","Sympathetic skin response - ""For median nerve testing using standard electrodes, E-1 can be placed on the palm and E-2 on the dorsum of the hand. The median nerve is stimulated at the wrist and elbow at the usual locations. Stimulation occurs over several minutes, and irregular stimulus intervals are required to prevent nerve ",Muscle Testing,Cloze,Easy,1416,muscle_testing;easy
563,"[sympathetic::same]: a means of evaluating the unmyelinated, [BLANK] nerve fibers of the PNS - What goes in the blank?","sympathetic::same - ""For median nerve testing using standard electrodes, E-1 can be placed on the palm and E-2 on the dorsum of the hand. The median nerve is stimulated at the wrist and elbow at the usual locations. Stimulation occurs over several minutes, and irregular stimulus intervals are required to prevent nerve ",Muscle Testing,Cloze,Easy,1416,muscle_testing;easy
564,Sinus arrhythmia study : aka [cardio-vagal innervation] study dependent on the normal [BLANK] that occur with [BLANK] via parasympathetic activity test consists of measuring the [BLANK] with an [BLANK] machine attached to the amplifier of the EMG. - What goes in the blank?,"cardio-vagal innervation - ""Loss of this sinus arrhythmia represents a denervation process """,Muscle Anatomy,Cloze,Easy,1417,muscle_anatomy;easy
565,Sinus arrhythmia study : aka [heart rate variations] study dependent on the normal [BLANK] that occur with [BLANK] via parasympathetic activity test consists of measuring the [BLANK] with an [BLANK] machine attached to the amplifier of the EMG. - What goes in the blank?,"heart rate variations - ""Loss of this sinus arrhythmia represents a denervation process """,Muscle Testing,Cloze,Easy,1417,muscle_testing;easy
566,Sinus arrhythmia study : aka [respiration] study dependent on the normal [BLANK] that occur with [BLANK] via parasympathetic activity test consists of measuring the [BLANK] with an [BLANK] machine attached to the amplifier of the EMG. - What goes in the blank?,"respiration - ""Loss of this sinus arrhythmia represents a denervation process """,Muscle Testing,Cloze,Easy,1417,muscle_testing;easy
567,Sinus arrhythmia study : aka [R-R ratio] study dependent on the normal [BLANK] that occur with [BLANK] via parasympathetic activity test consists of measuring the [BLANK] with an [BLANK] machine attached to the amplifier of the EMG. - What goes in the blank?,"R-R ratio - ""Loss of this sinus arrhythmia represents a denervation process """,Muscle Testing,Cloze,Easy,1417,muscle_testing;easy
568,Sinus arrhythmia study : aka [EKG] study dependent on the normal [BLANK] that occur with [BLANK] via parasympathetic activity test consists of measuring the [BLANK] with an [BLANK] machine attached to the amplifier of the EMG. - What goes in the blank?,"EKG - ""Loss of this sinus arrhythmia represents a denervation process """,Muscle Testing,Cloze,Easy,1417,muscle_testing;easy
569,Anal sphincter activity : EMG recording of the external anal sphincter has [continuous] activity at rest. - What goes in the blank?,"continuous - There is a brief contraction in response to rapid rectal distension, and a preserved or increased activity during a prolonged substantial rectal distension during defecation in healthy adults.",Plexus Anatomy,Cloze,Easy,1419,plexus_anatomy;easy
570,Autonomic Nerve Studies [Norepinephrine synthesis and release] Sympathetic Skin Response Sinus Arryhthmia Valsalva Ratio Anal Sphincter Activity - What goes in the blank?,"Norepinephrine synthesis and release - Norepinephrine is the primary neurotransmitter for postganglionic sympathetic adrenergic nerves. It is synthesized inside the nerve axon, stored within vesicles, then released by the nerve when an AP travels down the nerve. Following are the details for release and synthesis of norepinephrine: - The",EMG Principles,Cloze,Easy,1420,emg_principles;easy
571,AIDP clinical presentation sx's worst at [4 weeks::time] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"4 weeks::time - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
572,AIDP clinical presentation sx's worst at [symmetric::symmetric/asymmetric] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"symmetric::symmetric/asymmetric - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
573,AIDP clinical presentation sx's worst at [absent reflexes] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"absent reflexes - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
574,AIDP clinical presentation sx's worst at [bulbar (bell's plasy)] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"bulbar (bell's plasy) - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
575,AIDP clinical presentation sx's worst at [respiratory] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"respiratory - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
576,AIDP clinical presentation sx's worst at [autonomic dysfunction] after onset [BLANK] ascending paralysis [BLANK] [BLANK] and [BLANK] muscle may be affected [BLANK] - What goes in the blank?,"autonomic dysfunction - "" sensory symptoms are typically mild pain in 66% Autonomic: tachy, brady, Ortho-stasis, urinary retention, and ileus """,Muscle Anatomy,Cloze,Easy,1421,muscle_anatomy;easy
577,[Multifocal Motor Neuropathy]: a chronic inflammatory neuropathy that presents as an [BLANK] [BLANK] disorder - What goes in the blank?,"Multifocal Motor Neuropathy - "" anti-GM antibodes may present like ALS but without UMN signs Multifocal motor neuropathy is a progressive muscle disorder characterized by weakness in the hands, with differences from one side of the body to the other in the specific muscles involved . It affects men much more than women. Symptoms",Muscle Anatomy,Cloze,Easy,1423,muscle_anatomy;easy
578,[assymetric::symetric/assymetric]: a chronic inflammatory neuropathy that presents as an [BLANK] [BLANK] disorder - What goes in the blank?,"assymetric::symetric/assymetric - "" anti-GM antibodes may present like ALS but without UMN signs Multifocal motor neuropathy is a progressive muscle disorder characterized by weakness in the hands, with differences from one side of the body to the other in the specific muscles involved . It affects men much more than women. Symptoms",Muscle Anatomy,Cloze,Easy,1423,muscle_anatomy;easy
